Time,Price,Open Interest
2022-06-07 21:43:17.836181,31067.0,66805.1965
2022-06-07 21:44:18.459370,31104.0,66830.9584
2022-06-07 21:45:18.908465,31085.0,66830.8596
2022-06-07 21:46:19.370413,31050.0,66836.2274
2022-06-07 21:47:19.809607,31023.0,66841.9268
2022-06-07 21:48:20.242666,31028.0,66843.8355
2022-06-07 21:49:20.673124,31060.0,66840.1727
2022-06-07 21:50:21.103200,31073.0,66845.8894
2022-06-07 21:51:21.552388,31083.0,66844.4735
2022-06-07 21:52:22.120009,31060.0,66846.3727
